paper_title,paper_authors
Oops! Predicting Unintentional Action in Video,"Dave Epstein, Boyuan Chen, Carl Vondrick"
FBNetV2: Differentiable Neural Architecture Search for Spatial and Channel Dimensions,"Alvin Wan, Xiaoliang Dai, Peizhao Zhang, Zijian He, Yuandong Tian, Saining Xie, Bichen Wu, Matthew Yu, Tao Xu, Kan Chen, Peter Vajda, Joseph E. Gonzalez"
Factorized Higher-Order CNNs With an Application to Spatio-Temporal Emotion Estimation,"Jean Kossaifi, Antoine Toisoul, Adrian Bulat, Yannis Panagakis, Timothy M. Hospedales, Maja Pantic"
Semantics-Guided Neural Networks for Efficient Skeleton-Based Human Action Recognition,"Pengfei Zhang, Cuiling Lan, Wenjun Zeng, Junliang Xing, Jianru Xue, Nanning Zheng"
Webly Supervised Knowledge Embedding Model for Visual Reasoning,"Wenbo Zheng, Lan Yan, Chao Gou, Fei-Yue Wang"
Hardware-in-the-Loop End-to-End Optimization of Camera Image Processing Pipelines,"Ali Mosleh, Avinash Sharma, Emmanuel Onzon, Fahim Mannan, Nicolas Robidoux, Felix Heide"
Adversarial Vertex Mixup: Toward Better Adversarially Robust Generalization,"Saehyung Lee, Hyungyu Lee, Sungroh Yoon"
Scale-Equalizing Pyramid Convolution for Object Detection,"Xinjiang Wang, Shilong Zhang, Zhuoran Yu, Litong Feng, Wayne Zhang"
VOLDOR: Visual Odometry From Log-Logistic Dense Optical Flow Residuals,"Zhixiang Min, Yiding Yang, Enrique Dunn"
Learning to Autofocus,"Charles Herrmann, Richard Strong Bowen, Neal Wadhwa, Rahul Garg, Qiurui He, Jonathan T. Barron, Ramin Zabih"
Learning Selective Self-Mutual Attention for RGB-D Saliency Detection,"Nian Liu, Ni Zhang, Junwei Han"
P2B: Point-to-Box Network for 3D Object Tracking in Point Clouds,"Haozhe Qi, Chen Feng, Zhiguo Cao, Feng Zhao, Yang Xiao"
Boosting the Transferability of Adversarial Samples via Attention,"Weibin Wu, Yuxin Su, Xixian Chen, Shenglin Zhao, Irwin King, Michael R. Lyu, Yu-Wing Tai"
Prior Guided GAN Based Semantic Inpainting,"Avisek Lahiri, Arnav Kumar Jain, Sanskar Agrawal, Pabitra Mitra, Prabir Kumar Biswas"
Unsupervised Deep Shape Descriptor With Point Distribution Learning,"Yi Shi, Mengchen Xu, Shuaihang Yuan, Yi Fang"
Single Image Reflection Removal Through Cascaded Refinement,"Chao Li, Yixiao Yang, Kun He, Stephen Lin, John E. Hopcroft"
DeFeat-Net: General Monocular Depth via Simultaneous Unsupervised Representation Learning,"Jaime Spencer, Richard Bowden, Simon Hadfield"
Learning to Transfer Texture From Clothing Images to 3D Humans,"Aymen Mir, Thiemo Alldieck, Gerard Pons-Moll"
Distilled Semantics for Comprehensive Scene Understanding from Videos,"Fabio Tosi, Filippo Aleotti, Pierluigi Zama Ramirez, Matteo Poggi, Samuele Salti, Luigi Di Stefano, Stefano Mattoccia"
Regularizing Class-Wise Predictions via Self-Knowledge Distillation,"Sukmin Yun, Jongjin Park, Kimin Lee, Jinwoo Shin"
Disentangled and Controllable Face Image Generation via 3D Imitative-Contrastive Learning,"Yu Deng, Jiaolong Yang, Dong Chen, Fang Wen, Xin Tong"
Multi-Dimensional Pruning: A Unified Framework for Model Compression,"Jinyang Guo, Wanli Ouyang, Dong Xu"
Modality Shifting Attention Network for Multi-Modal Video Question Answering,"Junyeong Kim, Minuk Ma, Trung Pham, Kyungsu Kim, Chang D. Yoo"
Multi-Scale Interactive Network for Salient Object Detection,"Youwei Pang, Xiaoqi Zhao, Lihe Zhang, Huchuan Lu"
Varicolored Image De-Hazing,"Akshay Dudhane, Kuldeep M. Biradar, Prashant W. Patil, Praful Hambarde, Subrahmanyam Murala"
Vision-Language Navigation With Self-Supervised Auxiliary Reasoning Tasks,"Fengda Zhu, Yi Zhu, Xiaojun Chang, Xiaodan Liang"
Correlation-Guided Attention for Corner Detection Based Visual Tracking,"Fei Du, Peng Liu, Wei Zhao, Xianglong Tang"
Visually Imbalanced Stereo Matching,"Yicun Liu, Jimmy Ren, Jiawei Zhang, Jianbo Liu, Mude Lin"
Hypergraph Attention Networks for Multimodal Learning,"Eun-Sol Kim, Woo Young Kang, Kyoung-Woon On, Yu-Jung Heo, Byoung-Tak Zhang"
Accurate Estimation of Body Height From a Single Depth Image via a Four-Stage Developing Network,"Fukun Yin, Shizhe Zhou"
Defending Against Model Stealing Attacks With Adaptive Misinformation,"Sanjay Kariyappa, Moinuddin K. Qureshi"
RL-CycleGAN: Reinforcement Learning Aware Simulation-to-Real,"Kanishka Rao, Chris Harris, Alex Irpan, Sergey Levine, Julian Ibarz, Mohi Khansari"
AD-Cluster: Augmented Discriminative Clustering for Domain Adaptive Person Re-Identification,"Yunpeng Zhai, Shijian Lu, Qixiang Ye, Xuebo Shan, Jie Chen, Rongrong Ji, Yonghong Tian"
Semi-Supervised Learning for Few-Shot Image-to-Image Translation,"Yaxing Wang, Salman Khan, Abel Gonzalez-Garcia, Joost van de Weijer, Fahad Shahbaz Khan"
Video Instance Segmentation Tracking With a Modified VAE Architecture,"Chung-Ching Lin, Ying Hung, Rogerio Feris, Linglin He"
Regularizing Neural Networks via Minimizing Hyperspherical Energy,"Rongmei Lin, Weiyang Liu, Zhen Liu, Chen Feng, Zhiding Yu, James M. Rehg, Li Xiong, Le Song"
Single Image Optical Flow Estimation With an Event Camera,"Liyuan Pan, Miaomiao Liu, Richard Hartley"
High-Dimensional Convolutional Networks for Geometric Pattern Recognition,"Christopher Choy, Junha Lee, Rene Ranftl, Jaesik Park, Vladlen Koltun"
Density-Aware Feature Embedding for Face Clustering,"Senhui Guo, Jing Xu, Dapeng Chen, Chao Zhang, Xiaogang Wang, Rui Zhao"
Fine-Grained Generalized Zero-Shot Learning via Dense Attribute-Based Attention,"Dat Huynh, Ehsan Elhamifar"
AOWS: Adaptive and Optimal Network Width Search With Latency Constraints,"Maxim Berman, Leonid Pishchulin, Ning Xu, Matthew B. Blaschko, Gerard Medioni"
Learning to Manipulate Individual Objects in an Image,"Yanchao Yang, Yutong Chen, Stefano Soatto"
Solving Jigsaw Puzzles With Eroded Boundaries,"Dov Bridger, Dov Danon, Ayellet Tal"
Attentive Weights Generation for Few Shot Learning via Information Maximization,"Yiluan Guo, Ngai-Man Cheung"
3D Photography Using Context-Aware Layered Depth Inpainting,"Meng-Li Shih, Shih-Yang Su, Johannes Kopf, Jia-Bin Huang"
Learning Rank-1 Diffractive Optics for Single-Shot High Dynamic Range Imaging,"Qilin Sun, Ethan Tseng, Qiang Fu, Wolfgang Heidrich, Felix Heide"
DeepLPF: Deep Local Parametric Filters for Image Enhancement,"Sean Moran, Pierre Marza, Steven McDonagh, Sarah Parisot, Gregory Slabaugh"
Grid-GCN for Fast and Scalable Point Cloud Learning,"Qiangeng Xu, Xudong Sun, Cho-Ying Wu, Panqu Wang, Ulrich Neumann"
Universal Source-Free Domain Adaptation,"Jogendra Nath Kundu, Naveen Venkat, Rahul M V, R. Venkatesh Babu"
Joint Graph-Based Depth Refinement and Normal Estimation,"Mattia Rossi, Mireille El Gheche, Andreas Kuhn, Pascal Frossard"
KFNet: Learning Temporal Camera Relocalization Using Kalman Filtering,"Lei Zhou, Zixin Luo, Tianwei Shen, Jiahui Zhang, Mingmin Zhen, Yao Yao, Tian Fang, Long Quan"
Meta-Transfer Learning for Zero-Shot Super-Resolution,"Jae Woong Soh, Sunwoo Cho, Nam Ik Cho"
Recognizing Objects From Any View With Object and Viewer-Centered Representations,"Sainan Liu, Vincent Nguyen, Isaac Rehg, Zhuowen Tu"
SuperGlue: Learning Feature Matching With Graph Neural Networks,"Paul-Edouard Sarlin, Daniel DeTone, Tomasz Malisiewicz, Andrew Rabinovich"
A Model-Driven Deep Neural Network for Single Image Rain Removal,"Hong Wang, Qi Xie, Qian Zhao, Deyu Meng"
Learning to Segment the Tail,"Xinting Hu, Yi Jiang, Kaihua Tang, Jingyuan Chen, Chunyan Miao, Hanwang Zhang"
Probabilistic Structural Latent Representation for Unsupervised Embedding,"Mang Ye, Jianbing Shen"
Predicting Lymph Node Metastasis Using Histopathological Images Based on Multiple Instance Learning With Deep Graph Convolution,"Yu Zhao, Fan Yang, Yuqi Fang, Hailing Liu, Niyun Zhou, Jun Zhang, Jiarui Sun, Sen Yang, Bjoern Menze, Xinjuan Fan, Jianhua Yao"
ALFRED: A Benchmark for Interpreting Grounded Instructions for Everyday Tasks,"Mohit Shridhar, Jesse Thomason, Daniel Gordon, Yonatan Bisk, Winson Han, Roozbeh Mottaghi, Luke Zettlemoyer, Dieter Fox"
How Useful Is Self-Supervised Pretraining for Visual Tasks?,"Alejandro Newell, Jia Deng"
"APQ: Joint Search for Network Architecture, Pruning and Quantization Policy","Tianzhe Wang, Kuan Wang, Han Cai, Ji Lin, Zhijian Liu, Hanrui Wang, Yujun Lin, Song Han"
Robust Object Detection Under Occlusion With Context-Aware CompositionalNets,"Angtian Wang, Yihong Sun, Adam Kortylewski, Alan L. Yuille"
Action Segmentation With Joint Self-Supervised Temporal Domain Adaptation,"Min-Hung Chen, Baopu Li, Yingze Bao, Ghassan AlRegib, Zsolt Kira"
SSRNet: Scalable 3D Surface Reconstruction Network,"Zhenxing Mi, Yiming Luo, Wenbing Tao"
MnasFPN: Learning Latency-Aware Pyramid Architecture for Object Detection on Mobile Devices,"Bo Chen, Golnaz Ghiasi, Hanxiao Liu, Tsung-Yi Lin, Dmitry Kalenichenko, Hartwig Adam, Quoc V. Le"
Regularizing Discriminative Capability of CGANs for Semi-Supervised Generative Learning,"Yi Liu, Guangchang Deng, Xiangping Zeng, Si Wu, Zhiwen Yu, Hau-San Wong"
Semantic Correspondence as an Optimal Transport Problem,"Yanbin Liu, Linchao Zhu, Makoto Yamada, Yi Yang"
Cylindrical Convolutional Networks for Joint Object Detection and Viewpoint Estimation,"Sunghun Joung, Seungryong Kim, Hanjae Kim, Minsu Kim, Ig-Jae Kim, Junghyun Cho, Kwanghoon Sohn"
State-Relabeling Adversarial Active Learning,"Beichen Zhang, Liang Li, Shijie Yang, Shuhui Wang, Zheng-Jun Zha, Qingming Huang"
Improving Confidence Estimates for Unfamiliar Examples,"Zhizhong Li, Derek Hoiem"
Straight to the Point: Fast-Forwarding Videos via Reinforcement Learning Using Textual Data,"Washington Ramos, Michel Silva, Edson Araujo, Leandro Soriano Marcolino, Erickson Nascimento"
Group Sparsity: The Hinge Between Filter Pruning and Decomposition for Network Compression,"Yawei Li, Shuhang Gu, Christoph Mayer, Luc Van Gool, Radu Timofte"
Learning Generative Models of Shape Handles,"Matheus Gadelha, Giorgio Gori, Duygu Ceylan, Radomir Mech, Nathan Carr, Tamy Boubekeur, Rui Wang, Subhransu Maji"
SPARE3D: A Dataset for SPAtial REasoning on Three-View Line Drawings,"Wenyu Han, Siyuan Xiang, Chenhui Liu, Ruoyu Wang, Chen Feng"
P-nets: Deep Polynomial Neural Networks,"Grigorios G. Chrysos, Stylianos Moschoglou, Giorgos Bouritsas, Yannis Panagakis, Jiankang Deng, Stefanos Zafeiriou"
Toward a Universal Model for Shape From Texture,"Dor Verbin, Todd Zickler"
Learning the Redundancy-Free Features for Generalized Zero-Shot Object Recognition,"Zongyan Han, Zhenyong Fu, Jian Yang"
G3AN: Disentangling Appearance and Motion for Video Generation,"Yaohui Wang, Piotr Bilinski, Francois Bremond, Antitza Dantcheva"
Stochastic Sparse Subspace Clustering,"Ying Chen, Chun-Guang Li, Chong You"
"Instance-Aware, Context-Focused, and Memory-Efficient Weakly Supervised Object Detection","Zhongzheng Ren, Zhiding Yu, Xiaodong Yang, Ming-Yu Liu, Yong Jae Lee, Alexander G. Schwing, Jan Kautz"
DeepFaceFlow: In-the-Wild Dense 3D Facial Motion Estimation,"Mohammad Rami Koujan, Anastasios Roussos, Stefanos Zafeiriou"
Learn2Perturb: An End-to-End Feature Perturbation Learning to Improve Adversarial Robustness,"Ahmadreza Jeddi, Mohammad Javad Shafiee, Michelle Karg, Christian Scharfenberger, Alexander Wong"
Differential Treatment for Stuff and Things: A Simple Unsupervised Domain Adaptation Method for Semantic Segmentation,"Zhonghao Wang, Mo Yu, Yunchao Wei, Rogerio Feris, Jinjun Xiong, Wen-mei Hwu, Thomas S. Huang, Honghui Shi"
TubeTK: Adopting Tubes to Track Multi-Object in a One-Step Training Model,"Bo Pang, Yizhuo Li, Yifan Zhang, Muchen Li, Cewu Lu"
Syn2Real Transfer Learning for Image Deraining Using Gaussian Processes,"Rajeev Yasarla, Vishwanath A. Sindagi, Vishal M. Patel"
One-Shot Adversarial Attacks on Visual Tracking With Dual Attention,"Xuesong Chen, Xiyu Yan, Feng Zheng, Yong Jiang, Shu-Tao Xia, Yong Zhao, Rongrong Ji"
Few-Shot Open-Set Recognition Using Meta-Learning,"Bo Liu, Hao Kang, Haoxiang Li, Gang Hua, Nuno Vasconcelos"
On Isometry Robustness of Deep 3D Point Cloud Models Under Adversarial Attacks,"Yue Zhao, Yuwei Wu, Caihua Chen, Andrew Lim"
Video Object Grounding Using Semantic Roles in Language Description,"Arka Sadhu, Kan Chen, Ram Nevatia"
Sequential 3D Human Pose and Shape Estimation From Point Clouds,"Kangkan Wang, Jin Xie, Guofeng Zhang, Lei Liu, Jian Yang"
Self-Supervised Viewpoint Learning From Image Collections,"Siva Karthik Mustikovela, Varun Jampani, Shalini De Mello, Sifei Liu, Umar Iqbal, Carsten Rother, Jan Kautz"
Context Prior for Scene Segmentation,"Changqian Yu, Jingbo Wang, Changxin Gao, Gang Yu, Chunhua Shen, Nong Sang"
Sequential Mastery of Multiple Visual Tasks: Networks Naturally Learn to Learn and Forget to Forget,"Guy Davidson, Michael C. Mozer"
On the Uncertainty of Self-Supervised Monocular Depth Estimation,"Matteo Poggi, Filippo Aleotti, Fabio Tosi, Stefano Mattoccia"
Binarizing MobileNet via Evolution-Based Searching,"Hai Phan, Zechun Liu, Dang Huynh, Marios Savvides, Kwang-Ting Cheng, Zhiqiang Shen"
Siam R-CNN: Visual Tracking by Re-Detection,"Paul Voigtlaender, Jonathon Luiten, Philip H.S. Torr, Bastian Leibe"
StegaStamp: Invisible Hyperlinks in Physical Photographs,"Matthew Tancik, Ben Mildenhall, Ren Ng"
Adaptive Hierarchical Down-Sampling for Point Cloud Classification,"Ehsan Nezhadarya, Ehsan Taghavi, Ryan Razani, Bingbing Liu, Jun Luo"
Eternal Sunshine of the Spotless Net: Selective Forgetting in Deep Networks,"Aditya Golatkar, Alessandro Achille, Stefano Soatto"
Anisotropic Convolutional Networks for 3D Semantic Scene Completion,"Jie Li, Kai Han, Peng Wang, Yu Liu, Xia Yuan"
Learning Multi-View Camera Relocalization With Graph Neural Networks,"Fei Xue, Xin Wu, Shaojun Cai, Junqiu Wang"
MSG-GAN: Multi-Scale Gradients for Generative Adversarial Networks,"Animesh Karnewar, Oliver Wang"
Learning to Have an Ear for Face Super-Resolution,"Givi Meishvili, Simon Jenni, Paolo Favaro"
Distortion Agnostic Deep Watermarking,"Xiyang Luo, Ruohan Zhan, Huiwen Chang, Feng Yang, Peyman Milanfar"
Transferring Cross-Domain Knowledge for Video Sign Language Recognition,"Dongxu Li, Xin Yu, Chenchen Xu, Lars Petersson, Hongdong Li"
Cascaded Refinement Network for Point Cloud Completion,"Xiaogang Wang, Marcelo H. Ang Jr., Gim Hee Lee"
Disp R-CNN: Stereo 3D Object Detection via Shape Prior Guided Instance Disparity Estimation,"Jiaming Sun, Linghao Chen, Yiming Xie, Siyu Zhang, Qinhong Jiang, Xiaowei Zhou, Hujun Bao"
Flow Contrastive Estimation of Energy-Based Models,"Ruiqi Gao, Erik Nijkamp, Diederik P. Kingma, Zhen Xu, Andrew M. Dai, Ying Nian Wu"
DOA-GAN: Dual-Order Attentive Generative Adversarial Network for Image Copy-Move Forgery Detection and Localization,"Ashraful Islam, Chengjiang Long, Arslan Basharat, Anthony Hoogs"
Episode-Based Prototype Generating Network for Zero-Shot Learning,"Yunlong Yu, Zhong Ji, Jungong Han, Zhongfei Zhang"
Improving the Robustness of Capsule Networks to Image Affine Transformations,"Jindong Gu, Volker Tresp"
Rotation Equivariant Graph Convolutional Network for Spherical Image Classification,"Qin Yang, Chenglin Li, Wenrui Dai, Junni Zou, Guo-Jun Qi, Hongkai Xiong"
Multi-Granularity Reference-Aided Attentive Feature Aggregation for Video-Based Person Re-Identification,"Zhizheng Zhang, Cuiling Lan, Wenjun Zeng, Zhibo Chen"
Interactive Two-Stream Decoder for Accurate and Fast Saliency Detection,"Huajun Zhou, Xiaohua Xie, Jian-Huang Lai, Zixuan Chen, Lingxiao Yang"
Composing Good Shots by Exploiting Mutual Relations,"Debang Li, Junge Zhang, Kaiqi Huang, Ming-Hsuan Yang"
Semi-Supervised Semantic Segmentation With Cross-Consistency Training,"Yassine Ouali, Celine Hudelot, Myriam Tami"
ViewAL: Active Learning With Viewpoint Entropy for Semantic Segmentation,"Yawar Siddiqui, Julien Valentin, Matthias Niessner"
DIST: Rendering Deep Implicit Signed Distance Function With Differentiable Sphere Tracing,"Shaohui Liu, Yinda Zhang, Songyou Peng, Boxin Shi, Marc Pollefeys, Zhaopeng Cui"
GaitPart: Temporal Part-Based Model for Gait Recognition,"Chao Fan, Yunjie Peng, Chunshui Cao, Xu Liu, Saihui Hou, Jiannan Chi, Yongzhen Huang, Qing Li, Zhiqiang He"
A U-Net Based Discriminator for Generative Adversarial Networks,"Edgar Schonfeld, Bernt Schiele, Anna Khoreva"
Progressive Relation Learning for Group Activity Recognition,"Guyue Hu, Bo Cui, Yuan He, Shan Yu"
Defending and Harnessing the Bit-Flip Based Adversarial Weight Attack,"Zhezhi He, Adnan Siraj Rakin, Jingtao Li, Chaitali Chakrabarti, Deliang Fan"
Diversified Arbitrary Style Transfer via Deep Feature Perturbation,"Zhizhong Wang, Lei Zhao, Haibo Chen, Lihong Qiu, Qihang Mo, Sihuan Lin, Wei Xing, Dongming Lu"
Boundary-Aware 3D Building Reconstruction From a Single Overhead Image,"Jisan Mahmud, True Price, Akash Bapat, Jan-Michael Frahm"
Dense Regression Network for Video Grounding,"Runhao Zeng, Haoming Xu, Wenbing Huang, Peihao Chen, Mingkui Tan, Chuang Gan"
15 Keypoints Is All You Need,"Michael Snower, Asim Kadav, Farley Lai, Hans Peter Graf"
Learning Formation of Physically-Based Face Attributes,"Ruilong Li, Karl Bladin, Yajie Zhao, Chinmay Chinara, Owen Ingraham, Pengda Xiang, Xinglei Ren, Pratusha Prasad, Bipin Kishore, Jun Xing, Hao Li"
TITAN: Future Forecast Using Action Priors,"Srikanth Malla, Behzad Dariush, Chiho Choi"
"LUVLi Face Alignment: Estimating Landmarks' Location, Uncertainty, and Visibility Likelihood","Abhinav Kumar, Tim K. Marks, Wenxuan Mou, Ye Wang, Michael Jones, Anoop Cherian, Toshiaki Koike-Akino, Xiaoming Liu, Chen Feng"
Deep Metric Learning via Adaptive Learnable Assessment,"Wenzhao Zheng, Jiwen Lu, Jie Zhou"
Camera On-Boarding for Person Re-Identification Using Hypothesis Transfer Learning,"Sk Miraj Ahmed, Aske R. Lejbolle, Rameswar Panda, Amit K. Roy-Chowdhury"
Learning to Cartoonize Using White-Box Cartoon Representations,"Xinrui Wang, Jinze Yu"
Rethinking Computer-Aided Tuberculosis Diagnosis,"Yun Liu, Yu-Huan Wu, Yunfeng Ban, Huifang Wang, Ming-Ming Cheng"
EfficientDet: Scalable and Efficient Object Detection,"Mingxing Tan, Ruoming Pang, Quoc V. Le"
PointAugment: An Auto-Augmentation Framework for Point Cloud Classification,"Ruihui Li, Xianzhi Li, Pheng-Ann Heng, Chi-Wing Fu"
Creating Something From Nothing: Unsupervised Knowledge Distillation for Cross-Modal Hashing,"Hengtong Hu, Lingxi Xie, Richang Hong, Qi Tian"
Understanding Adversarial Examples From the Mutual Influence of Images and Perturbations,"Chaoning Zhang, Philipp Benz, Tooba Imtiaz, In So Kweon"
Siamese Box Adaptive Network for Visual Tracking,"Zedu Chen, Bineng Zhong, Guorong Li, Shengping Zhang, Rongrong Ji"
Adversarial Examples Improve Image Recognition,"Cihang Xie, Mingxing Tan, Boqing Gong, Jiang Wang, Alan L. Yuille, Quoc V. Le"
Can Weight Sharing Outperform Random Architecture Search? An Investigation With TuNAS,"Gabriel Bender, Hanxiao Liu, Bo Chen, Grace Chu, Shuyang Cheng, Pieter-Jan Kindermans, Quoc V. Le"
Interpretable and Accurate Fine-grained Recognition via Region Grouping,"Zixuan Huang, Yin Li"
TDAN: Temporally-Deformable Alignment Network for Video Super-Resolution,"Yapeng Tian, Yulun Zhang, Yun Fu, Chenliang Xu"
RMP-SNN: Residual Membrane Potential Neuron for Enabling Deeper High-Accuracy and Low-Latency Spiking Neural Network,"Bing Han, Gopalakrishnan Srinivasan, Kaushik Roy"
Low-Rank Compression of Neural Nets: Learning the Rank of Each Layer,"Yerlan Idelbayev, Miguel A. Carreira-Perpinan"
